County,Jurisdiction,Clerk,Address,Hours
OSCEOLA,ORIENT TOWNSHIP,MARK SOCHOCKI,"2972 30TH AVE,SEARS,MI,49679",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OSCEOLA,OSCEOLA TOWNSHIP,JENNY ROUNDS,"732 W 7TH ST,EVART,MI,49631",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OSCEOLA,REED CITY CITY,CHASTITY EADS,"227 E. LINCOLN AVE,REED CITY,MI,49677",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;
OSCEOLA,RICHMOND TOWNSHIP,LINDA STIEG,"21717 HOWARD STREET,REED CITY,MI,49677",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;
OSCEOLA,ROSE LAKE TOWNSHIP,VICKY SCHAEFER,"16879 140TH AVE,LEROY,MI,49655",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OSCEOLA,SHERMAN TOWNSHIP,BETHANY BOLDUC,"14625 20 MILE ROAD,TUSTIN,MI,49688",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OSCEOLA,SHERMAN TOWNSHIP,BETHANY BOLDUC,"14929 21 MILE ROAD,TUSTIN,MI,49688",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OSCEOLA,SYLVAN TOWNSHIP,TERRY PRITCHARD,"4866 SYLVAN RD,EVART,MI,49631",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OSCODA,BIG CREEK TOWNSHIP,LORI WYMAN,"1175 RYNO RD,LUZERNE,MI,48636",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OSCODA,COMINS TOWNSHIP,AMANDA BARAJAS,"1651 N. ABBE ROAD,FAIRVIEW,MI,48621",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OSCODA,ELMER TOWNSHIP,MICHELLE HOFFMAN,"863 W. KITTLE RD.,MIO,MI,48647",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OSCODA,GREENWOOD TOWNSHIP,AMY LAKE,"4030 Williams Road,Lewiston,MI,49756",24/7
OSCODA,MENTOR TOWNSHIP,STEPHANIE HALL,"216 E 10th St,Mio,MI,48647",24/7
OTSEGO,BAGLEY TOWNSHIP,COLLEEN GELOW,"TOWNSHIP HALL,GAYLORD,MI,49735",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTSEGO,CHARLTON TOWNSHIP,GEORGE PEWINSKI,"10900 M32 East,Johannesburg,MI,49751",24/7
OTSEGO,CHESTER TOWNSHIP,MELISSA SZYMANSKI,"1737 BIG LAKE ROAD,GAYLORD,MI,49735",
OTSEGO,CORWITH TOWNSHIP,DEBBIE WHITMAN,"8170 MILL STREET,VANDERBILT,MI,49795",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTSEGO,DOVER TOWNSHIP,JANET KWAPIS,"2985 MARQUARDT ROAD,GAYLORD,MI,49735",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTSEGO,ELMIRA TOWNSHIP,SUSAN SCHAEDIG,"2035 MT JACK ROAD,ELMIRA,MI,49730",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTSEGO,ELMIRA TOWNSHIP,SUSAN SCHAEDIG,"7252 ALBA ROAD,GAYLORD,MI,49735",MONDAY 7:00AM - 9:00PM;TUESDAY 7:00AM - 9:00PM;WEDNESDAY 7:00AM - 9:00PM;THURSDAY 7:00AM - 9:00PM;FRIDAY 7:00AM - 9:00PM;SATURDAY 7:00AM - 9:00PM;SUNDAY 7:00AM - 9:00PM;
OTSEGO,GAYLORD CITY,ANDREA BOGUTH,"305 E MAIN STREET,305 E MAIN STREET,GAYLORD,MI,49735",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTSEGO,HAYES TOWNSHIP,RICHARD ROSS,"71 HAYES TOWER RD,GAYLORD,MI,49735",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTSEGO,LIVINGSTON TOWNSHIP,ELIZABETH MENCH,"3218 OLD 27 N,GAYLORD,MI,49735",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTSEGO,OTSEGO LAKE TOWNSHIP,MARY BROWN,"10616 SOUTH OLD 27,GAYLORD,MI,49735",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTTAWA,ALLENDALE TOWNSHIP,JODY HANSEN,"6175 LIBRARY LANE,ALLENDALE,MI,49401",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTTAWA,ALLENDALE TOWNSHIP,JODY HANSEN,"6676 LAKE MICHIGAN DRIVE,ALLENDALE,MI,49401",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTTAWA,BLENDON TOWNSHIP,ROBIN OVERWAY,"7161 72ND AVE,HUDSONVILLE,MI,49426",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTTAWA,CHESTER TOWNSHIP,HELEN DIETRICH,"3509 Sehler St.,Conklin,MI,49403",24/7
OTTAWA,COOPERSVILLE CITY,KIMBERLY BORGMAN,"289 DANFORTH STREET,COOPERSVILLE,MI,49404",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTTAWA,CROCKERY TOWNSHIP,KATHY BUCHANAN,"17431 112TH AVE,NUNICA,MI,49448",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTTAWA,FERRYSBURG CITY,AMBER SCHANER,"17520 RIDGE AVE,SPRING LAKE,MI,49456",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTTAWA,GEORGETOWN TOWNSHIP,KELLY KUIPER,"1415 44TH ST.,GRANDVILLE,MI,49418",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTTAWA,GEORGETOWN TOWNSHIP,KELLY KUIPER,"7480 36TH AVE.,HUDSONVILLE,MI,49426",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTTAWA,GEORGETOWN TOWNSHIP,KELLY KUIPER,"1525 BALDWIN ST.,JENISON,MI,49428",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTTAWA,GRAND HAVEN CITY,MARIA BOERSMA,"519 WASHINGTON AVE,GRAND HAVEN,MI,49417",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTTAWA,GRAND HAVEN CITY,MARIA BOERSMA,"519 WASHINGTON AVE,GRAND HAVEN,MI,49417",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTTAWA,GRAND HAVEN TOWNSHIP,LAURIE LARSEN,"13300 168TH AVENUE,GRAND HAVEN,MI,49417",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTTAWA,HOLLAND CITY,BRENDA KATERBERG,"270 S. RIVER AVE.,CITY HALL,HOLLAND,MI,49423",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTTAWA,HOLLAND CITY,BRENDA KATERBERG,"625 HASTINGS AVENUE,HBPW,HOLLAND,MI,49423",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTTAWA,HOLLAND TOWNSHIP,MICHAEL DALMAN,"131 RILEY ST DRIVE UP,HOLLAND,MI,49424",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTTAWA,HOLLAND TOWNSHIP,MICHAEL DALMAN,"353 NORTH 120TH DRIVE UP NORTH OF PARKING LOT,HOLLAND,MI,49424",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTTAWA,HOLLAND TOWNSHIP,MICHAEL DALMAN,"353 NORTH 120TH INSIDE WEST ENTRANCE,HOLLAND,MI,49424",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTTAWA,HUDSONVILLE CITY,JILL GRUPPEN,"3275 CENTRAL BLVD,HUDSONVILLE,MI,49426",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTTAWA,JAMESTOWN TOWNSHIP,CANDY DEHAAN,"2380 Riley Street,Hudsonville,MI,49426",24/7
OTTAWA,OLIVE TOWNSHIP,LONA BRONKEMA,"6480 136TH AVENUE,HOLLAND,MI,49424",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTTAWA,PARK TOWNSHIP,JOAN ZEERIP,"52 152ND AVE,HOLLAND,MI,49424",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTTAWA,PARK TOWNSHIP,JOAN ZEERIP,"644 SOUTH 160TH AVENUE,HOLLAND,MI,49423",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTTAWA,POLKTON TOWNSHIP,JAMIE TEN BRINK,"6900 ARTHUR ST,COOPERSVILLE,MI,49404",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTTAWA,PORT SHELDON TOWNSHIP,MEREDITH HEMMEKE,"16201 PORT SHELDON ST,WEST OLIVE,MI,49460",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTTAWA,ROBINSON TOWNSHIP,VICTORIA SUND,"12010 120TH AVE,GRAND HAVEN,MI,49417",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTTAWA,SPRING LAKE TOWNSHIP,CATHY PAVICK,"101 S BUCHANAN ST,SPRING LAKE,MI,49456",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTTAWA,TALLMADGE TOWNSHIP,KARINA ROLLENHAGEN,"O-1451 LEONARD ST.,GRAND RAPIDS,MI,49534",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTTAWA,WRIGHT TOWNSHIP,THERESA FRANK,"1565 JACKSON ST,MARNE,MI,49435",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTTAWA,ZEELAND CITY,KRISTI DEVERNEY,"21 S. ELM STREET,DRIVE UP BEHIND CITY HALL - BLACK,ZEELAND,MI,49464",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
OTTAWA,ZEELAND TOWNSHIP,BRIAN VANDUSSEN,"6582 BYRON RD,ZEELAND,MI,49464",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
PRESQUE ISLE,ALLIS TOWNSHIP,TERESA SPLAN,"20018 W. 638 HWY,ONAWAY,MI,49765",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
PRESQUE ISLE,BEARINGER TOWNSHIP,FRANCES  KLINE,"21425 BLUFFS HWY,ONAWAY,MI,49765",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
PRESQUE ISLE,BELKNAP TOWNSHIP,DANIELLE WIRGAU,"3503 PETERSVILLE RD,ROGERS CITY,MI,49779",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
PRESQUE ISLE,BISMARCK TOWNSHIP,SHELBY J. SCHWIESOW,"7662 CLAUS RD.,HAWKS,MI,49743",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
PRESQUE ISLE,CASE TOWNSHIP,ERIN LEACH,"5561 MAIN STREET,SUITE 5,MILLERSBURG,MI,49759",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
PRESQUE ISLE,KRAKOW TOWNSHIP,ELAINE M. MISIAK,"12470 NORTH GRAND LAKE HWY,POSEN,MI,49776",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
PRESQUE ISLE,METZ TOWNSHIP,NANCY KANDOW,"METZ TOWNSHIP HALL,9385 COUNTY ROAD 441,POSEN,MI,49776",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
PRESQUE ISLE,MOLTKE TOWNSHIP,EDIE KERR,"5928 M 68 HWY,ROGERS CITY,MI,49779",
PRESQUE ISLE,NORTH ALLIS TOWNSHIP,BOBBI NORTHCOTT,"1940 M 211 RD,ONAWAY,MI,49765",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
PRESQUE ISLE,OCQUEOC TOWNSHIP,PAMELA S. SCHAEDIG,"14101 N. ALLIS HWY,OCQUEOC TOWNSHIP,MILLERSBURG,MI,49759",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
PRESQUE ISLE,ONAWAY CITY,CRYSTAL  VEAL,"20774 STATE STREET,ONAWAY,MI,49765",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
PRESQUE ISLE,POSEN TOWNSHIP,ELIZABETH WOZNIAK,"10813 MICHIGAN AVE,POSEN,MI,49776",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
PRESQUE ISLE,PRESQUE ISLE TOWNSHIP,KATE SZYDLOWSKI,"12653 E. GRAND LAKE ROAD,PRESQUE,MI,49777",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
PRESQUE ISLE,PULAWSKI TOWNSHIP,REBECCA STRZELECKI,"5025 DARGA HWY,POSEN,MI,49776",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
PRESQUE ISLE,ROGERS TOWNSHIP,KARI RYAN,"2442 COUNTY ROAD 451,ROGERS CITY,MI,49779",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
PRESQUE ISLE,ROGERS CITY CITY,TERRI L KOSS,"CLERK 193 E MICHIGAN AVE,ROGERS CITY,MI,49779",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ROSCOMMON,AU SABLE TOWNSHIP,RONALD WATSON JR,"9181,N KENO ROAD,ST HELEN,MI,48656",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ROSCOMMON,BACKUS TOWNSHIP,THERESA DOWNEY,"3888 S. MAPLE VALLEY ROAD,SAINT HELEN,MI,48656",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ROSCOMMON,DENTON TOWNSHIP,THERESA WAGNER,"2565 S GLADWIN ROAD,BOX IS TO LEFT OF FRONT ENTRY DOOR.,PRUDENVILLE,MI,48651",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ROSCOMMON,GERRISH TOWNSHIP,MICHELLE SQUIRES,"2997 E HIGGINS LAKE DRIVE,ROSCOMMON,MI,48653",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ROSCOMMON,HIGGINS TOWNSHIP,MAGGIE BORGULA,"700 S 5TH ST,ROSCOMMON,MI,48653",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ROSCOMMON,LAKE TOWNSHIP,ANDREA GRABOWSKI,"1380 MICHELSON RD,HOUGHTON LAKE,MI,48629",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ROSCOMMON,LYON TOWNSHIP,GREGORY PEARN,"7851 W. HIGGINS LAKE DR,ROSCOMMON,MI,48653",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;
ROSCOMMON,MARKEY TOWNSHIP,SHERYL TUSSEY,"7400 E HOUGHTON LAKE DR,HOUGHTON LAKE,MI,48629",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ROSCOMMON,NESTER TOWNSHIP,MARYANNE WICK,"7855 S. MAPLE VALLEY RD,ST. HELEN,MI,48656",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ROSCOMMON,RICHFIELD TOWNSHIP,CAROLYN MINTON,"1410 N SAINT HELEN ROAD,SAINT HELEN,MI,48656",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
ROSCOMMON,ROSCOMMON TOWNSHIP,CARIE A MILBURN,"8555 KNAPP ROAD,HOUGHTON LAKE,MI,48629",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SAGINAW,ALBEE TOWNSHIP,MARY SAYLES,"ALBEE TOWNSHIP OFFICE 10645 EAST RD,BURT,MI,48417",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SAGINAW,BIRCH RUN TOWNSHIP,HEIDI MARTINUS,"8425 MAIN ST.,BIRCH RUN,MI,48415",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SAGINAW,BIRCH RUN TOWNSHIP,HEIDI MARTINUS,"8425 MAIN ST.,NEXT TO EMPLOYEE ENTRANCE,BIRCH RUN,MI,48415",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SAGINAW,BLUMFIELD TOWNSHIP,LISA ROETHLISBERGER,"1175 W VASSAR RD,REESE,MI,48757",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SAGINAW,BRADY TOWNSHIP,BEVERLY WENZLICK,"16020 W PEET RD,OAKLEY,MI,48649",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SAGINAW,BRANT TOWNSHIP,THERESA MORRIS,"11012 S HEMLOCK RD,BRANT,MI,48614",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SAGINAW,BRIDGEPORT TOWNSHIP,EDDIE FOXX,"6204 DIXIE HWY.,BRIDGEPORT,MI,48722",MONDAY A;TUESDAY 8:30AM - 5:00PM;WEDNESDAY A;THURSDAY A;FRIDAY A;
SAGINAW,BRIDGEPORT TOWNSHIP,EDDIE FOXX,"6740 DIXIE HIGHWAY,BRIDGEPORT,MI,48722",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SAGINAW,CARROLLTON TOWNSHIP,JERRY FRITZ,"1645 MAPLERIDGE,SAGINAW,MI,48604",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SAGINAW,CHESANING TOWNSHIP,DANIEL HIMSTEDT,"1025 W. BRADY,CHESANING,MI,48616",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SAGINAW,FRANKENMUTH CITY,ANGELIC ZIZUMBO,"240 W GENESEE,FRANKENMUTH,MI,48734",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SAGINAW,FRANKENMUTH CITY,ANGELIC ZIZUMBO,"240 W. GENESEE STREET,FRANKENMUTH,MI,48734",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SAGINAW,FRANKENMUTH TOWNSHIP,LUCI VALONE,"240 W GENESSE ST,FOYER,FRANKENMUTH,MI,48734",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SAGINAW,FREMONT TOWNSHIP,ERNEST DELEMEESTER JR,"FREMONT TWP HALL 5980 S. HEMLOCK ROAD,FRONT VESTIBULE INSIDE HALL MAIN ENTRANCE,HEMLOCK,MI,48626",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SAGINAW,JAMES TOWNSHIP,KIMBERLY BELL,"6060 SWAN CREEK,SAGINAW,MI,48609",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SAGINAW,JONESFIELD TOWNSHIP,KARI CLARK,"149 N. MIDLAND ST.,MERRILL,MI,48637",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SAGINAW,KOCHVILLE TOWNSHIP,KEVIN MACHATA,"5851 MACKINAW ROAD,SAGINAW,MI,48604",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SAGINAW,LAKEFIELD TOWNSHIP,MICHAEL  SLODOWSKI,"21050 LAKEFIELD RD,MERRILL,MI,48637",MONDAY A;TUESDAY A;WEDNESDAY A;THURSDAY A;FRIDAY A;
SAGINAW,MAPLE GROVE TOWNSHIP,TISH YAROS,"17010 LINCOLN RD,NEW LOTHROP,MI,48460",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
SAGINAW,MARION TOWNSHIP,TRAVIS  STRASEL,"10925 S. MERRILL RD,BRANT,MI,48614",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;
