GEOGRAPHIC_COUNTY_NAME,JURISDICTION,PRECINCT,LOCATION,GEO_LOCATION
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-73,"Permanent Polling Location
GALILEE MBC
5251 E. OUTER DRIVE
DETROIT MI 48234

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-74,"Permanent Polling Location
FISHER MAGNET LOWER
15510 E. STATE FAIR
DETROIT MI 48205

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-75,"Permanent Polling Location
OSBORN HIGH SCHOOL
11600 E. SEVEN MILE RD.
DETROIT MI 48205

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-77,"Permanent Polling Location
METRO HUMAN SERVICES
13560 E MCNICHOLS
DETROIT MI 48205

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-78,"Permanent Polling Location
FISHER MAGNET LOWER
15510 E. STATE FAIR
DETROIT MI 48205

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-79,"Permanent Polling Location
GREATER ST. PAUL
15325 GRATIOT
DETROIT MI 48205

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-80,"Permanent Polling Location
FISHER MAGNET LOWER
15510 E. STATE FAIR
DETROIT MI 48205

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-81,"Permanent Polling Location
GREATER ST. PAUL
15325 GRATIOT
DETROIT MI 48205

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-82,"Permanent Polling Location
HEILMANN RECREATION
19601 CRUSADE
DETROIT MI 48205

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-83,"Permanent Polling Location
HEILMANN RECREATION
19601 CRUSADE
DETROIT MI 48205

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-84,"Permanent Polling Location
FISHER MAGNET LOWER
15510 E. STATE FAIR
DETROIT MI 48205

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-85,"Permanent Polling Location
FISHER MAGNET LOWER
15510 E. STATE FAIR
DETROIT MI 48205

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-86,"Permanent Polling Location
MARION LAW ACADEMY
19411 CLIFF AVENUE
DETROIT MI 48234

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-88,"Permanent Polling Location
OUR LADY QN OF HEAVEN
8200 ROLYAT
DETROIT MI 48234

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-89,"Permanent Polling Location
FAITH TEMPLE CHURCH
19000 CONANT
DETROIT MI 48234

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-90,"Permanent Polling Location
HOLMES A L ELEM SCH
8950 CRANE ST
DETROIT MI 48213

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-91,"Permanent Polling Location
ISLAMIC CENTER FOR NORTH DETROIT HALL
12605 MCDOUGALL
DETROIT MI 48212

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-92,"Permanent Polling Location
LASKY REC. CTR
13200 FENELON
DETROIT MI 48212

Handicap Accessable:
N
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-93,"Permanent Polling Location
FRONTIER INTERNATIONAL ACADEMY
13200 CONANT
DETROIT MI 48212

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-94,"Permanent Polling Location
LASKY REC. CTR
13200 FENELON
DETROIT MI 48212

Handicap Accessable:
N
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-95,"Permanent Polling Location
LASKY REC. CTR
13200 FENELON
DETROIT MI 48212

Handicap Accessable:
N
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-97,"Permanent Polling Location
BETHEL BAPT CH EAST
5733 HOLCOMB
DETROIT MI 48213

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-98,"Permanent Polling Location
BETHEL BAPT CH EAST
5733 HOLCOMB
DETROIT MI 48213

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-100,"Permanent Polling Location
BETHEL BAPT CH EAST
5733 HOLCOMB
DETROIT MI 48213

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 4-101,"Permanent Polling Location
BETHEL BAPT CH EAST
5733 HOLCOMB
DETROIT MI 48213

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-102,"Permanent Polling Location
FIRE STATION 46
10101 KNODELL ST
DETROIT MI 48213

Handicap Accessable:
N
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 4-103,"Permanent Polling Location
HOLMES A L ELEM SCH
8950 CRANE ST
DETROIT MI 48213

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 4-105,"Permanent Polling Location
METRO HUMAN SERVICES
13560 E MCNICHOLS
DETROIT MI 48205

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-107,"Permanent Polling Location
HOLMES A L ELEM SCH
8950 CRANE ST
DETROIT MI 48213

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 4-111,"Permanent Polling Location
BETHEL BAPT CH EAST
5733 HOLCOMB
DETROIT MI 48213

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 4-112,"Permanent Polling Location
BURNS 7TH DAY ADVEN
10125 E. WARREN
DETROIT MI 48214

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 4-115,"Permanent Polling Location
BURNS 7TH DAY ADVEN
10125 E. WARREN
DETROIT MI 48214

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 4-116,"Permanent Polling Location
BETHEL BAPT CH EAST
5733 HOLCOMB
DETROIT MI 48213

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-120,"Permanent Polling Location
MT ZION MISS BAPT CH
3600 VAN DYKE
DETROIT MI 48214

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-121,"Permanent Polling Location
BURNS 7TH DAY ADVEN
10125 E. WARREN
DETROIT MI 48214

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-122,"Permanent Polling Location
GREATER CHRIST CH.
3544 IROQUOIS
DETROIT MI 48214

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-123,"Permanent Polling Location
CHRYSLER SCHOOL
1445 E. LAFAYETTE
DETROIT MI 48207

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-124,"Permanent Polling Location
HORATIOWILLIAMS FOUNDATION
1010 ANTIETAM
DETROIT MI 48207

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-125,"Permanent Polling Location
BUNCHE PREPARATORY ACADEMY
2715 MACOMB STREET
DETROIT MI 48207

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-126,"Permanent Polling Location
ST JOHNS PRES CH
1961 E. LAFAYETTE
DETROIT MI 48207

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-128,"Permanent Polling Location
FRANKLIN WRIGHT CTR.
3360 CHARLEVOIX
DETROIT MI 48207

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-129,"Permanent Polling Location
KING H S
3200 E. LAFAYETTE
DETROIT MI 48207

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-130,"Permanent Polling Location
MAR. GARVEY ACADEMY
2301 VAN DYKE ST. 
DETROIT MI 48214

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-132,"Permanent Polling Location
MAR. GARVEY ACADEMY
2301 VAN DYKE ST. 
DETROIT MI 48214

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-133,"Permanent Polling Location
MAR. GARVEY ACADEMY
2301 VAN DYKE ST. 
DETROIT MI 48214

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-134,"Permanent Polling Location
MAR. GARVEY ACADEMY
2301 VAN DYKE ST. 
DETROIT MI 48214

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 4-135,"Permanent Polling Location
RIVER HOUSE APTS.
8900 E. JEFFERSON
DETROIT MI 48214

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-136,"Permanent Polling Location
BETHEL AME CH HALL
5050 ST. ANTOINE
DETROIT MI 48202

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-137,"Permanent Polling Location
PLYMOUTH UNITED CHURCH OF CHRIST
600 E. WARREN AVE
DETROIT MI 48201

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-138,"Permanent Polling Location
CASS TECHNICAL HIGH SCHOOL
2501 SECOND
DETROIT MI 48201

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-139,"Permanent Polling Location
SPAIN SCHOOL
3700 BEAUBIEN
DETROIT MI 48201

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-140,"Permanent Polling Location
PLYMOUTH UNITED CHURCH OF CHRIST
600 E. WARREN AVE
DETROIT MI 48201

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 6-143,"Permanent Polling Location
DOUGLASS LIBRARY
3666 GRAND RIVER
DETROIT MI 48208

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 6-144,"Permanent Polling Location
WCCCD DOWNTOWN CAMPUS
1001 WEST FORT STREET
DETROIT MI 48226

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 6-145,"Permanent Polling Location
CENTRAL UNITED METH
23 E. ADAMS
DETROIT MI 48226

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 6-146,"Permanent Polling Location
CASS TECHNICAL HIGH SCHOOL
2501 SECOND
DETROIT MI 48201

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-147,"Permanent Polling Location
WAYNE STATE LAW SCHOOL
471 WEST PALMER
DETROIT MI 48202

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 6-148,"Permanent Polling Location
DETROIT SCHOOL OF ARTS
123 SELDEN
DETROIT MI 48201

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 6-150,"Permanent Polling Location
DETROIT SCHOOL OF ARTS
123 SELDEN
DETROIT MI 48201

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 6-151,"Permanent Polling Location
CASS TECHNICAL HIGH SCHOOL
2501 SECOND
DETROIT MI 48201

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-156,"Permanent Polling Location
ST JOHNS PRES CH
1961 E. LAFAYETTE
DETROIT MI 48207

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 6-157,"Permanent Polling Location
CENTRAL UNITED METH
23 E. ADAMS
DETROIT MI 48226

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-158,"Permanent Polling Location
GRACE EPISCOPAL CH
1926 VIRGINIA PARK
DETROIT MI 48206

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-159,"Permanent Polling Location
FREDERICK DOUGLASS ACADEMY
9026 WOODWARD
DETROIT MI 48202

Handicap Accessable:
N
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-161,"Permanent Polling Location
CONSIDINE LITTLE ROCK
8904 WOODWARD
DETROIT MI 48202

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-162,"Permanent Polling Location
GRACE EPISCOPAL CH
1926 VIRGINIA PARK
DETROIT MI 48206

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-164,"Permanent Polling Location
FIRE STATION 17
6100 SECOND
DETROIT MI 48202

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-165,"Permanent Polling Location
WILLIAMS REC CTR
8431 ROSA PARKS BLVD.
DETROIT MI 48206

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 7-166,"Permanent Polling Location
ADAM BUTZEL REC CENTER
10500 LYNDON
DETROIT MI 48235

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-167,"Permanent Polling Location
METRO UNITED METH
8000 WOODWARD
DETROIT MI 48202

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-168,"Permanent Polling Location
CONSIDINE LITTLE ROCK
8904 WOODWARD
DETROIT MI 48202

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-169,"Permanent Polling Location
FREDERICK DOUGLASS ACADEMY
9026 WOODWARD
DETROIT MI 48202

Handicap Accessable:
N
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-172,"Permanent Polling Location
NOLAN SCHOOL
1150 E. LANTZ
DETROIT MI 48203

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-173,"Permanent Polling Location
PERSHING SCHOOL
18875 RYAN RD.
DETROIT MI 48234

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-174,"Permanent Polling Location
FAITH TEMPLE CHURCH
19000 CONANT
DETROIT MI 48234

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-175,"Permanent Polling Location
PERSHING SCHOOL
18875 RYAN RD.
DETROIT MI 48234

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-176,"Permanent Polling Location
PERSHING SCHOOL
18875 RYAN RD.
DETROIT MI 48234

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-177,"Permanent Polling Location
MASON ELEM SCHOOL
19955 FENELON
DETROIT MI 48234

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-178,"Permanent Polling Location
NOLAN SCHOOL
1150 E. LANTZ
DETROIT MI 48203

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-180,"Permanent Polling Location
PERSHING SCHOOL
18875 RYAN RD.
DETROIT MI 48234

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-182,"Permanent Polling Location
CONANT AVE UNITED ME
18600 CONANT STREET
DETROIT MI 48234

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-183,"Permanent Polling Location
CHOSEN GEN WLB HALL
2326 E. SEVEN MILE RD.
DETROIT MI 48234

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-184,"Permanent Polling Location
FIRE STATION 44
35 W. SEVEN MILE RD.
DETROIT MI 48203

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-185,"Permanent Polling Location
NOLAN SCHOOL
1150 E. LANTZ
DETROIT MI 48203

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-188,"Permanent Polling Location
CONANT AVE UNITED ME
18600 CONANT STREET
DETROIT MI 48234

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-189,"Permanent Polling Location
NOLAN SCHOOL
1150 E. LANTZ
DETROIT MI 48203

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-190,"Permanent Polling Location
CHOSEN GEN WLB HALL
2326 E. SEVEN MILE RD.
DETROIT MI 48234

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-191,"Permanent Polling Location
MASON ELEM SCHOOL
19955 FENELON
DETROIT MI 48234

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-192,"Permanent Polling Location
MASON ELEM SCHOOL
19955 FENELON
DETROIT MI 48234

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-193,"Permanent Polling Location
FARWELL REC CENTER
2711 E. OUTER DRIVE
DETROIT MI 48234

Handicap Accessable:
N
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-194,"Permanent Polling Location
FARWELL REC CENTER
2711 E. OUTER DRIVE
DETROIT MI 48234

Handicap Accessable:
N
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-195,"Permanent Polling Location
MASON ELEM SCHOOL
19955 FENELON
DETROIT MI 48234

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-197,"Permanent Polling Location
FRONTIER INTERNATIONAL ACADEMY
13200 CONANT
DETROIT MI 48212

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-198,"Permanent Polling Location
MASON ELEM SCHOOL
19955 FENELON
DETROIT MI 48234

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 3-199,"Permanent Polling Location
PASTEUR SCHOOL
19811 STOEPEL
DETROIT MI 48221

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 2-200,"Permanent Polling Location
NEW PROSPECT ANNEX
19940 LIVERNOIS
DETROIT MI 48221

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 2-201,"Permanent Polling Location
PASTEUR SCHOOL
19811 STOEPEL
DETROIT MI 48221

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 2-203,"Permanent Polling Location
POLICE PREC 12TH
1441 W. SEVEN MILE
DETROIT MI 48203

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 2-204,"Permanent Polling Location




Handicap Accessable:

","Temporary Polling Location
WORD OF POWER MINIST
17400 MANDERSON
DETROIT MI 48203

Handicap Accessable: Y
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 2-207,"Permanent Polling Location
PALMER PARK PREP ACADEMY
3901 MARGARETA
DETROIT MI 48221

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 2-208,"Permanent Polling Location
SHERWOOD FOREST PUBLIC LIBRARY
7117 W SEVEN MILE RD
DETROIT MI 48221

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 2-209,"Permanent Polling Location
BAGLEY SCHOOL
8100 CURTIS
DETROIT MI 48221

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 2-210,"Permanent Polling Location
GESU SCHOOL
17139 OAK DRIVE
DETROIT MI 48221

Handicap Accessable:
N
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 2-211,"Permanent Polling Location
GESU SCHOOL
17139 OAK DRIVE
DETROIT MI 48221

Handicap Accessable:
N
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-212,"Permanent Polling Location
THURGOOD MARSHALL
15531 LINWOOD ST.
DETROIT MI 48238

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-215,"Permanent Polling Location
FLOWERY MT BAPTIST
13616 LINWOOD
DETROIT MI 48238

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-216,"Permanent Polling Location
HOUSE OF PRAYER
16520 WYOMING
DETROIT MI 48221

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-217,"Permanent Polling Location
DEXTER AVE  BPT CTR
3350 W. DAVISON
DETROIT MI 48238

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-218,"Permanent Polling Location
DEXTER AVE  BPT CTR
3350 W. DAVISON
DETROIT MI 48238

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-219,"Permanent Polling Location
GRACE TEMPLE COGIC
12521 DEXTER BLVD
DETROIT MI 48206

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 5-220,"Permanent Polling Location
NEW MT ZION MBC
2201 ELMHURST
DETROIT MI 48206

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 2-221,"Permanent Polling Location
NEW PROSPECT ANNEX
19940 LIVERNOIS
DETROIT MI 48221

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 2-222,"Permanent Polling Location
BATES ACADEMY
19701 WYOMING
DETROIT MI 48221

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 2-223,"Permanent Polling Location
BATES ACADEMY
19701 WYOMING
DETROIT MI 48221

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 2-224,"Permanent Polling Location
NORTHWEST ACT CENTER
18100 MEYERS RD.
DETROIT MI 48235

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 2-225,"Permanent Polling Location
OAK GROVE AME CHURCH
19801 CHERRYLAWN
DETROIT MI 48221

Handicap Accessable:
N
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 2-226,"Permanent Polling Location
OAK GROVE AME CHURCH
19801 CHERRYLAWN
DETROIT MI 48221

Handicap Accessable:
N
","Temporary Polling Location




Handicap Accessable: 
"
WAYNE COUNTY,DETROIT CITY ,     PRECINCT 2-227,"Permanent Polling Location
THE PROMISE LAND CHURCH
19371 GREENFIELD
DETROIT MI 48235

Handicap Accessable:
Y
","Temporary Polling Location




Handicap Accessable: 
"
